0,1,2,3,4,5,6,7,8,9,10
root vegetables,fruit/vegetable juice,,,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
brown bread,curd,,,,,,,,,
yogurt,jam,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
soda,roll products ,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
spread cheese,yogurt,soda,shopping bags,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
pip fruit,soda,,,,,,,,,
rolls/buns,soda,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,berries,white wine,other vegetables,,,,,,,
meat,root vegetables,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
liver loaf,newspapers,white wine,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
pork,salty snack,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
yogurt,pastry,kitchen towels,,,,,,,,
shopping bags,white wine,,,,,,,,,
beef,instant coffee,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,margarine,soda,salty snack,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
sausage,bottled water,,,,,,,,,
ice cream,newspapers,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
curd,cat food,,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
ham,cream cheese ,,,,,,,,,
fish,yogurt,,,,,,,,,
beef,newspapers,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
bottled water,tropical fruit,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
frankfurter,dog food,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
dessert,bottled water,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
frankfurter,sausage,pastry,newspapers,newspapers,honey,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
other vegetables,processed cheese,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
butter,frozen meals,,,,,,,,,
pork,flour,,,,,,,,,
beverages,dessert,,,,,,,,,
soda,soups,,,,,,,,,
whole milk,Instant food products,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
citrus fruit,butter milk,,,,,,,,,
citrus fruit,ham,,,,,,,,,
bottled water,chewing gum,,,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
finished products,other vegetables,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
pastry,specialty bar,flour,,,,,,,,
other vegetables,newspapers,,,,,,,,,
pip fruit,other vegetables,rolls/buns,,,,,,,,
other vegetables,dishes,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
newspapers,white bread,,,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
pork,herbs,,,,,,,,,
frankfurter,onions,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
tropical fruit,butter,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
butter,root vegetables,,,,,,,,,
napkins,photo/film,,,,,,,,,
liquor,Instant food products,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
meat,nuts/prunes,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
citrus fruit,sausage,domestic eggs,citrus fruit,dishes,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
sausage,cocoa drinks,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
whole milk,other vegetables,pip fruit,sparkling wine,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
whole milk,newspapers,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
specialty chocolate,soda,,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
herbs,soups,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
herbs,sugar,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
pip fruit,yogurt,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
photo/film,cream cheese ,,,,,,,,,
waffles,bottled water,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
ham,curd,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
sugar,other vegetables,,,,,,,,,
canned beer,soda,frozen vegetables,,,,,,,,
pip fruit,chocolate,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
sausage,dog food,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
white wine,ham,whole milk,coffee,bottled water,,,,,,
pot plants,other vegetables,,,,,,,,,
yogurt,chewing gum,soda,oil,,,,,,,
pastry,brown bread,yogurt,,,,,,,,
root vegetables,salty snack,whipped/sour cream,,,,,,,,
long life bakery product,semi-finished bread,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
soda,shopping bags,napkins,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
frankfurter,seasonal products,,,,,,,,,
newspapers,coffee,,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
photo/film,soda,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
citrus fruit,soap,,,,,,,,,
root vegetables,yogurt,napkins,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
canned beer,curd,,,,,,,,,
yogurt,curd,pastry,,,,,,,,
soda,whole milk,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
chicken,sugar,domestic eggs,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
newspapers,detergent,,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
sugar,dish cleaner,,,,,,,,,
canned beer,turkey,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
beef,tropical fruit,,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
sugar,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
cooking chocolate,shopping bags,,,,,,,,,
bottled water,newspapers,,,,,,,,,
meat,tropical fruit,,,,,,,,,
yogurt,specialty bar,,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
dessert,butter,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
soda,hard cheese,,,,,,,,,
canned beer,dessert,,,,,,,,,
sausage,whole milk,,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
sausage,tropical fruit,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
curd,soda,,,,,,,,,
fruit/vegetable juice,yogurt,rolls/buns,frozen vegetables,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,whipped/sour cream,soda,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
frankfurter,pastry,salt,,,,,,,,
condensed milk,onions,coffee,candy,,,,,,,
butter,rolls/buns,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
tropical fruit,tropical fruit,soda,salty snack,,,,,,,
soda,soda,roll products ,,,,,,,,
citrus fruit,whole milk,rolls/buns,liquor,tropical fruit,,,,,,
root vegetables,margarine,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
soda,bottled beer,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
sausage,grapes,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
ham,other vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
margarine,waffles,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
pip fruit,chocolate,,,,,,,,,
brandy,pastry,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
beef,curd,,,,,,,,,
pork,cake bar,,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
dish cleaner,grapes,ketchup,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
yogurt,whole milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
liquor,baking powder,,,,,,,,,
bottled water,coffee,,,,,,,,,
whole milk,hard cheese,soda,,,,,,,,
finished products,brown bread,dishes,,,,,,,,
pork,whole milk,,,,,,,,,
pip fruit,yogurt,citrus fruit,dental care,soda,shopping bags,,,,,
citrus fruit,other vegetables,,,,,,,,,
beverages,whole milk,,,,,,,,,
whole milk,dessert,,,,,,,,,
condensed milk,pastry,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
tropical fruit,cream cheese ,cream cheese ,,,,,,,,
soda,specialty chocolate,,,,,,,,,
canned beer,ready soups,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
whole milk,sugar,,,,,,,,,
other vegetables,seasonal products,bottled water,,,,,,,,
butter milk,semi-finished bread,,,,,,,,,
other vegetables,tropical fruit,sweet spreads,,,,,,,,
pastry,napkins,pastry,,,,,,,,
whole milk,shopping bags,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
sparkling wine,tropical fruit,,,,,,,,,
sausage,berries,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
whole milk,herbs,,,,,,,,,
sugar,processed cheese,,,,,,,,,
ham,cream cheese ,,,,,,,,,
rolls/buns,potato products,,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
napkins,waffles,,,,,,,,,
specialty bar,soda,,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
bottled water,hygiene articles,,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
whole milk,sausage,pork,coffee,,,,,,,
ham,spread cheese,,,,,,,,,
ice cream,curd,,,,,,,,,
sausage,domestic eggs,domestic eggs,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,newspapers,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
photo/film,bottled water,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
pork,cereals,,,,,,,,,
turkey,white bread,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
brandy,soap,chewing gum,,,,,,,,
UHT-milk,beverages,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
yogurt,newspapers,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
butter milk,yogurt,,,,,,,,,
whole milk,brandy,,,,,,,,,
canned beer,frankfurter,chicken,whole milk,softener,vinegar,,,,,
bottled water,butter milk,,,,,,,,,
napkins,soda,,,,,,,,,
root vegetables,canned beer,tropical fruit,rolls/buns,,,,,,,
frankfurter,chocolate,,,,,,,,,
other vegetables,newspapers,chewing gum,dessert,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
citrus fruit,soda,whipped/sour cream,,,,,,,,
other vegetables,onions,,,,,,,,,
sugar,shopping bags,,,,,,,,,
herbs,white bread,curd cheese,,,,,,,,
coffee,margarine,,,,,,,,,
meat,whole milk,,,,,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
soda,flour,cocoa drinks,,,,,,,,
pastry,candles,,,,,,,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
whole milk,other vegetables,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
bottled beer,frozen meals,whole milk,root vegetables,,,,,,,
sausage,salt,,,,,,,,,
frankfurter,margarine,frozen vegetables,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
berries,sauces,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
canned fish,canned fish,,,,,,,,,
ham,chocolate,,,,,,,,,
whole milk,bathroom cleaner,,,,,,,,,
brown bread,onions,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
soda,domestic eggs,artif. sweetener,,,,,,,,
coffee,butter,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
beef,whipped/sour cream,,,,,,,,,
pork,bottled water,,,,,,,,,
pastry,soda,,,,,,,,,
pastry,female sanitary products,,,,,,,,,
curd,other vegetables,shopping bags,,,,,,,,
pip fruit,salty snack,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
hygiene articles,rolls/buns,red/blush wine,,,,,,,,
yogurt,tropical fruit,specialty bar,,,,,,,,
canned beer,rolls/buns,other vegetables,brown bread,butter milk,whole milk,,,,,
whole milk,yogurt,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
soda,soda,salty snack,,,,,,,,
tropical fruit,frozen fish,bottled water,,,,,,,,
frankfurter,soda,canned beer,white bread,brown bread,,,,,,
hard cheese,curd,,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
frankfurter,pork,ketchup,,,,,,,,
beef,rolls/buns,,,,,,,,,
misc. beverages,dessert,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
zwieback,shopping bags,kitchen towels,,,,,,,,
yogurt,pip fruit,house keeping products,frozen vegetables,,,,,,,
sausage,soda,rolls/buns,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
brown bread,flour,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
cling film/bags,curd,,,,,,,,,
sausage,berries,pasta,,,,,,,,
chicken,butter,,,,,,,,,
pasta,shopping bags,,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,whole milk,whipped/sour cream,domestic eggs,,,,,,,
bottled beer,whole milk,soda,whole milk,soft cheese,soda,shopping bags,sugar,,,
UHT-milk,rolls/buns,,,,,,,,,
white bread,canned beer,,,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
meat,pasta,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
frankfurter,soda,,,,,,,,,
salty snack,frozen meals,,,,,,,,,
cream cheese ,sugar,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
ham,canned vegetables,,,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
sausage,coffee,,,,,,,,,
whole milk,whole milk,cleaner,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
ice cream,whole milk,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns,,,,,
whole milk,canned beer,,,,,,,,,
bottled water,brown bread,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
bottled water,rolls/buns,,,,,,,,,
yogurt,coffee,,,,,,,,,
zwieback,tropical fruit,,,,,,,,,
whole milk,candy,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
beef,liquor,specialty cheese,,,,,,,,
candy,other vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
fish,specialty chocolate,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
hygiene articles,tea,,,,,,,,,
bottled beer,pastry,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
coffee,berries,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
ham,whipped/sour cream,soda,light bulbs,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
rice,bottled beer,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
soda,salt,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pork,white bread,,,,,,,,,
brown bread,canned beer,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
sausage,flour,,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
tropical fruit,frozen fish,chewing gum,newspapers,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
honey,salty snack,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
pasta,newspapers,,,,,,,,,
yogurt,flour,,,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
yogurt,shopping bags,,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
chicken,onions,white bread,,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
beverages,other vegetables,root vegetables,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
root vegetables,yogurt,,,,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
yogurt,potato products,,,,,,,,,
berries,beverages,,,,,,,,,
butter,mustard,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
tropical fruit,spices,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
pip fruit,whole milk,,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
berries,hygiene articles,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
finished products,other vegetables,,,,,,,,,
chicken,brown bread,,,,,,,,,
onions,specialty chocolate,,,,,,,,,
other vegetables,margarine,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
sausage,specialty bar,,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
waffles,whole milk,condensed milk,,,,,,,,
other vegetables,butter milk,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
sausage,roll products ,,,,,,,,,
vinegar,flour,,,,,,,,,
ice cream,canned beer,,,,,,,,,
other vegetables,napkins,newspapers,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
dishes,brown bread,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
beef,ham,,,,,,,,,
coffee,shopping bags,,,,,,,,,
sausage,soda,,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
butter milk,citrus fruit,,,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
berries,dog food,,,,,,,,,
zwieback,salty snack,,,,,,,,,
soda,hygiene articles,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
cake bar,butter,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
dessert,dental care,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
berries,root vegetables,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
other vegetables,liquor,,,,,,,,,
prosecco,onions,,,,,,,,,
citrus fruit,brown bread,snack products,napkins,,,,,,,
beef,specialty chocolate,,,,,,,,,
sausage,whole milk,bottled water,,,,,,,,
newspapers,brown bread,,,,,,,,,
pork,cereals,,,,,,,,,
chicken,pork,newspapers,,,,,,,,
butter,rolls/buns,cream cheese ,flour,,,,,,,
salt,soda,rolls/buns,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
soda,shopping bags,coffee,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
butter milk,pip fruit,,,,,,,,,
yogurt,pastry,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
pork,other vegetables,yogurt,shopping bags,soft cheese,detergent,,,,,
butter milk,other vegetables,,,,,,,,,
candy,long life bakery product,,,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
pet care,butter milk,,,,,,,,,
beef,hard cheese,soft cheese,yogurt,,,,,,,
whole milk,whole milk,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
soda,root vegetables,whole milk,pastry,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
organic sausage,soda,rolls/buns,,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
processed cheese,brandy,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
berries,baking powder,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
beef,coffee,,,,,,,,,
frozen meals,frozen vegetables,curd,,,,,,,,
candy,white wine,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
yogurt,root vegetables,,,,,,,,,
